deuda_id,linea_id,circunstancia_id,cliente_id,monto_original,monto_actual,fecha_vencimiento,estado_deuda,meses_mora,fecha_generacion,fecha_actualizacion
MD#59,CS%156,CS%G1,C0K171,250.0,300.0,2023-01-03,PAGADA,0,2023-09-18,2023-09-23
MD#60,CS%157,CS%G1,C0K171,250.0,300.0,2023-01-03,PAGADA,0,2022-12-08,2022-12-28
MD#61,CS%158,CS%G1,C0K1101,250.0,300.0,2023-01-03,VENCIDA,1,2023-01-13,2023-03-03
MD#62,CS%159,CS%G1,C0K197,250.0,300.0,2023-01-03,PAGADA,0,2022-12-04,2022-12-16
MD#63,CS%16,CS%G1,C0K12,250.0,300.0,2023-01-03,PAGADA,0,2020-07-13,2020-08-06
MD#64,CS%160,CS%G1,C0K194,250.0,300.0,2023-01-03,PAGADA,0,2023-07-02,2023-08-15
MD#65,CS%161,CS%G1,C0K174,250.0,300.0,2023-01-03,PAGADA,0,2023-07-12,2023-08-03
MD#66,CS%162,CS%G1,C0K180,250.0,300.0,2023-01-03,PAGADA,0,2023-08-07,2023-09-08
MD#67,CS%163,CS%G1,C0K167,250.0,300.0,2023-01-03,PAGADA,0,2023-03-29,2023-06-05
MD#68,CS%165,CS%G1,C0K190,250.0,300.0,2023-01-03,PAGADA,0,2023-01-19,2023-04-04
MD#69,CS%166,CS%G1,C0K146,250.0,300.0,2023-01-03,PAGADA,0,2023-08-10,2023-10-04
MD#70,CS%167,CS%G1,C0K146,250.0,300.0,2023-01-03,PAGADA,0,2023-02-04,2023-04-01
MD#71,CS%169,CS%G1,C0K164,250.0,300.0,2023-01-03,PAGADA,0,2023-02-23,2023-04-14
MD#72,CS%17,CS%G1,C0K12,250.0,300.0,2023-01-03,PAGADA,0,2021-03-26,2021-06-08
MD#73,CS%170,CS%G1,C0K164,250.0,300.0,2023-01-03,PAGADA,0,2023-09-10,2023-11-06
MD#74,CS%171,CS%G1,C0K175,250.0,300.0,2023-01-03,PAGADA,0,2023-11-02,2023-12-05
MD#75,CS%172,CS%G1,C0K175,250.0,300.0,2023-01-03,PAGADA,0,2023-02-19,2023-03-12
MD#76,CS%174,CS%G1,C0K199,250.0,300.0,2023-01-03,PENDIENTE,0,2023-10-05,2023-10-10
MD#77,CS%175,CS%G1,C0K169,250.0,300.0,2023-01-03,PENDIENTE,0,2023-02-02,2023-02-19
MD#78,CS%177,CS%G1,C0K192,250.0,300.0,2023-01-03,PAGADA,0,2023-04-15,2023-04-17
MD#79,CS%178,CS%G1,C0K192,250.0,300.0,2023-01-03,PAGADA,0,2023-09-14,2023-11-12
MD#80,CS%179,CS%G1,C0K192,250.0,300.0,2023-01-03,PAGADA,0,2023-03-28,2023-04-24
MD#81,CS%18,CS%G1,C0K17,250.0,300.0,2023-01-03,PAGADA,0,2020-12-06,2020-12-25
MD#82,CS%180,CS%G1,C0K179,250.0,300.0,2023-01-03,PAGADA,0,2023-09-23,2023-12-17
MD#83,CS%181,CS%G1,C0K179,250.0,300.0,2023-01-03,PAGADA,0,2023-01-26,2023-03-26
MD#84,CS%182,CS%G1,C0K179,250.0,300.0,2023-01-03,VENCIDA,1,2023-03-19,2023-04-25
MD#85,CS%183,CS%G1,C0K1203,350.0,400.0,2023-01-03,PAGADA,0,2023-06-04,2023-06-07
MD#86,CS%184,CS%G1,C0K1138,350.0,400.0,2023-01-03,PAGADA,0,2023-11-24,2023-12-23
MD#87,CS%185,CS%G1,C0K1182,350.0,400.0,2023-01-03,PAGADA,0,2023-02-06,2023-03-15
MD#88,CS%187,CS%G1,C0K1182,350.0,400.0,2023-01-03,PAGADA,0,2023-08-21,2023-08-30
MD#89,CS%188,CS%G1,C0K1170,350.0,400.0,2023-01-03,PAGADA,0,2023-10-18,2023-12-10
MD#90,CS%189,CS%G1,C0K1202,350.0,400.0,2023-01-03,PAGADA,0,2023-01-22,2023-03-16
MD#91,CS%19,CS%G1,C0K137,250.0,300.0,2023-01-03,PAGADA,0,2020-07-10,2020-09-15
MD#92,CS%191,CS%G1,C0K1114,350.0,400.0,2023-01-03,PAGADA,0,2023-10-24,2023-11-10
MD#93,CS%192,CS%G1,C0K1174,350.0,400.0,2023-01-03,PAGADA,0,2023-06-21,2023-08-18
MD#94,CS%193,CS%G1,C0K1163,350.0,400.0,2023-01-03,PAGADA,0,2023-08-13,2023-08-29
MD#95,CS%195,CS%G1,C0K1102,350.0,400.0,2023-01-03,PAGADA,0,2024-01-30,2024-03-26
MD#96,CS%196,CS%G1,C0K1146,350.0,400.0,2023-01-03,PAGADA,0,2023-10-05,2023-11-07
MD#97,CS%198,CS%G1,C0K1190,350.0,400.0,2023-01-03,PAGADA,0,2023-09-22,2023-10-02
MD#98,CS%199,CS%G1,C0K1190,350.0,400.0,2023-01-03,VENCIDA,1,2023-07-01,2023-07-02
MD#99,CS%20,CS%G1,C0K133,250.0,300.0,2023-01-03,PAGADA,0,2020-07-29,2020-10-13
MD#100,CS%200,CS%G1,C0K1183,350.0,400.0,2023-01-03,PAGADA,0,2023-03-10,2023-03-23
MD#101,CS%201,CS%G1,C0K1187,350.0,400.0,2023-01-03,VENCIDA,1,2023-12-31,2024-03-23
MD#102,CS%202,CS%G1,C0K1162,350.0,400.0,2023-01-03,PAGADA,0,2023-12-27,2024-01-20
MD#103,CS%203,CS%G1,C0K1179,350.0,400.0,2023-01-03,PENDIENTE,0,2023-09-14,2023-11-26
MD#104,CS%204,CS%G1,C0K1208,350.0,400.0,2023-01-03,PAGADA,0,2023-11-02,2023-11-04
MD#105,CS%205,CS%G1,C0K1133,350.0,400.0,2023-01-03,PAGADA,0,2023-11-26,2024-02-13
MD#106,CS%206,CS%G1,C0K1196,350.0,400.0,2023-01-03,PAGADA,0,2023-08-29,2023-09-09
MD#107,CS%207,CS%G1,C0K1143,350.0,400.0,2023-01-03,PAGADA,0,2023-11-19,2023-12-25
MD#108,CS%208,CS%G1,C0K1194,350.0,400.0,2023-01-03,PAGADA,0,2023-04-21,2023-05-05
MD#109,CS%209,CS%G1,C0K1115,350.0,400.0,2023-01-03,PAGADA,0,2023-05-09,2023-05-21
MD#110,CS%21,CS%G1,C0K133,250.0,300.0,2023-01-03,PAGADA,0,2020-09-30,2020-12-18
MD#111,CS%210,CS%G1,C0K1195,350.0,400.0,2023-01-03,PAGADA,0,2023-11-01,2024-01-11
MD#112,CS%211,CS%G1,C0K1130,350.0,400.0,2023-01-03,PAGADA,0,2023-05-08,2023-07-28
MD#113,CS%213,CS%G1,C0K1105,350.0,400.0,2023-01-03,PAGADA,0,2023-07-20,2023-10-02
MD#114,CS%214,CS%G1,C0K1105,350.0,400.0,2023-01-03,PAGADA,0,2023-09-02,2023-09-18
MD#115,CS%215,CS%G1,C0K1104,350.0,400.0,2023-01-03,VENCIDA,3,2024-01-14,2024-01-16
MD#116,CS%216,CS%G1,C0K1119,350.0,400.0,2023-01-03,PAGADA,0,2024-03-24,2024-06-01
MD#117,CS%217,CS%G1,C0K1158,350.0,400.0,2023-01-03,PAGADA,0,2023-06-14,2023-08-04
MD#118,CS%218,CS%G1,C0K1126,350.0,400.0,2023-01-03,PAGADA,0,2023-07-05,2023-09-09
MD#119,CS%219,CS%G1,C0K1113,350.0,400.0,2023-01-03,VENCIDA,1,2023-05-25,2023-06-08
MD#120,CS%220,CS%G1,C0K1124,350.0,400.0,2023-01-03,PAGADA,0,2024-01-19,2024-01-28
MD#121,CS%221,CS%G1,C0K1199,350.0,400.0,2023-01-03,PAGADA,0,2023-08-15,2023-11-04
MD#122,CS%222,CS%G1,C0K1144,350.0,400.0,2023-01-03,PAGADA,0,2023-12-10,2024-01-16
MD#123,CS%224,CS%G1,C0K1189,350.0,400.0,2023-01-03,PAGADA,0,2023-09-06,2023-10-18
MD#124,CS%226,CS%G1,C0K1204,350.0,400.0,2023-01-03,PAGADA,0,2023-10-18,2023-12-29
MD#125,CS%227,CS%G1,C0K1204,350.0,400.0,2023-01-03,VENCIDA,1,2023-07-21,2023-09-16
MD#126,CS%228,CS%G1,C0K1116,350.0,400.0,2023-01-03,VENCIDA,3,2024-01-08,2024-01-12
MD#127,CS%229,CS%G1,C0K1132,350.0,400.0,2023-01-03,PAGADA,0,2023-05-16,2023-08-02
MD#128,CS%23,CS%G1,C0K135,250.0,300.0,2023-01-03,PAGADA,0,2020-11-24,2021-01-13
MD#129,CS%232,CS%G1,C0K1192,350.0,400.0,2023-01-03,PAGADA,0,2023-06-25,2023-06-30
MD#130,CS%233,CS%G1,C0K1167,350.0,400.0,2023-01-03,VENCIDA,1,2023-06-06,2023-08-31
MD#131,CS%234,CS%G1,C0K1180,350.0,400.0,2023-01-03,PAGADA,0,2024-01-26,2024-02-10
MD#132,CS%235,CS%G1,C0K1150,350.0,400.0,2023-01-03,PAGADA,0,2024-01-10,2024-04-02
MD#133,CS%236,CS%G1,C0K1137,350.0,400.0,2023-01-03,PAGADA,0,2024-04-12,2024-05-07
MD#134,CS%238,CS%G1,C0K1137,350.0,400.0,2023-01-03,PAGADA,0,2024-05-06,2024-05-29
MD#135,CS%239,CS%G1,C0K1197,350.0,400.0,2023-01-03,PAGADA,0,2023-08-08,2023-09-19
MD#136,CS%24,CS%G1,C0K113,250.0,300.0,2023-01-03,PAGADA,0,2021-03-21,2021-03-26
MD#137,CS%240,CS%G1,C0K1178,350.0,400.0,2023-01-03,PAGADA,0,2024-01-15,2024-02-28
MD#138,CS%241,CS%G1,C0K1177,350.0,400.0,2023-01-03,PAGADA,0,2024-05-03,2024-06-13
MD#139,CS%242,CS%G1,C0K1128,350.0,400.0,2023-01-03,PAGADA,0,2023-11-27,2024-01-27
MD#140,CS%243,CS%G1,C0K1156,350.0,400.0,2023-01-03,PAGADA,0,2024-02-06,2024-04-07
MD#141,CS%244,CS%G1,C0K1156,350.0,400.0,2023-01-03,PAGADA,0,2023-12-26,2024-03-17
MD#142,CS%245,CS%G1,C0K1127,350.0,400.0,2023-01-03,PAGADA,0,2023-11-12,2024-02-04
MD#143,CS%246,CS%G1,C0K1157,350.0,400.0,2023-01-03,PAGADA,0,2024-01-25,2024-03-15
MD#144,CS%247,CS%G1,C0K1171,350.0,400.0,2023-01-03,PAGADA,0,2023-08-13,2023-10-15
MD#145,CS%248,CS%G1,C0K1129,350.0,400.0,2023-01-03,PAGADA,0,2024-05-11,2024-06-06
MD#146,CS%25,CS%G1,C0K132,250.0,300.0,2023-01-03,PAGADA,0,2021-01-03,2021-04-03
MD#147,CS%251,CS%G1,C0K1122,350.0,400.0,2023-01-03,PAGADA,0,2023-10-07,2023-10-27
MD#148,CS%253,CS%G1,C0K1206,350.0,400.0,2023-01-03,PAGADA,0,2023-12-23,2024-01-29
MD#149,CS%254,CS%G1,C0K1206,350.0,400.0,2023-01-03,VENCIDA,1,2023-07-24,2023-10-12
MD#150,CS%255,CS%G1,C0K1109,350.0,400.0,2023-01-03,PAGADA,0,2023-11-05,2023-11-24
MD#151,CS%256,CS%G1,C0K1142,350.0,400.0,2023-01-03,PAGADA,0,2023-11-25,2024-01-25
MD#152,CS%257,CS%G1,C0K1164,350.0,400.0,2023-01-03,PAGADA,0,2024-03-13,2024-05-24
MD#153,CS%259,CS%G1,C0K1147,350.0,400.0,2023-01-03,PAGADA,0,2023-12-07,2024-01-30
MD#154,CS%26,CS%G1,C0K131,250.0,300.0,2023-01-03,PAGADA,0,2020-08-18,2020-09-28
MD#155,CS%261,CS%G1,C0K1120,350.0,400.0,2023-01-03,PAGADA,0,2023-10-14,2023-11-25
MD#156,CS%262,CS%G1,C0K1120,350.0,400.0,2023-01-03,PENDIENTE,0,2023-11-26,2023-12-22
MD#157,CS%263,CS%G1,C0K1181,350.0,400.0,2023-01-03,VENCIDA,1,2023-11-21,2024-01-02
MD#158,CS%264,CS%G1,C0K1108,350.0,400.0,2023-01-03,PAGADA,0,2024-06-10,2024-07-21
MD#159,CS%265,CS%G1,C0K1117,350.0,400.0,2023-01-03,PAGADA,0,2024-04-07,2024-04-17
MD#160,CS%266,CS%G1,C0K1140,350.0,400.0,2023-01-03,PENDIENTE,0,2024-07-30,2024-08-02
MD#161,CS%267,CS%G1,C0K1140,350.0,400.0,2023-01-03,PAGADA,0,2023-12-02,2023-12-20
MD#162,CS%268,CS%G1,C0K1112,350.0,400.0,2023-01-03,PAGADA,0,2024-01-30,2024-04-08
MD#163,CS%27,CS%G1,C0K131,250.0,300.0,2023-01-03,PAGADA,0,2021-01-27,2021-03-26
MD#164,CS%270,CS%G1,C0K1152,350.0,400.0,2023-01-03,PAGADA,0,2024-01-22,2024-04-08
MD#165,CS%271,CS%G1,C0K1152,350.0,400.0,2023-01-03,PAGADA,0,2023-10-20,2023-11-15
MD#166,CS%272,CS%G1,C0K1148,350.0,400.0,2023-01-03,PAGADA,0,2024-01-20,2024-03-12
MD#167,CS%273,CS%G1,C0K1160,350.0,400.0,2023-01-03,PAGADA,0,2024-03-22,2024-04-19
MD#168,CS%274,CS%G1,C0K1125,350.0,400.0,2023-01-03,PAGADA,0,2024-04-23,2024-05-19
MD#169,CS%276,CS%G1,C0K1111,350.0,400.0,2023-01-03,PAGADA,0,2024-03-29,2024-04-23
MD#170,CS%278,CS%G1,C0K1110,350.0,400.0,2023-01-03,PENDIENTE,0,2024-03-19,2024-04-09
MD#171,CS%279,CS%G1,C0K1175,350.0,400.0,2023-01-03,PAGADA,0,2024-07-25,2024-09-28
MD#172,CS%28,CS%G1,C0K131,250.0,300.0,2023-01-03,PAGADA,0,2020-09-01,2020-09-18
MD#173,CS%280,CS%G1,C0K1175,350.0,400.0,2023-01-03,PAGADA,0,2024-10-06,2024-11-21
MD#174,CS%282,CS%G1,C0K1191,350.0,400.0,2023-01-03,PAGADA,0,2024-09-29,2024-11-04
MD#175,CS%283,CS%G1,C0K1131,350.0,400.0,2023-01-03,PAGADA,0,2024-10-10,2024-10-31
MD#176,CS%284,CS%G1,C0K1168,350.0,400.0,2023-01-03,PAGADA,0,2024-09-28,2024-11-20
MD#177,CS%285,CS%G1,C0K1139,350.0,400.0,2023-01-03,PAGADA,0,2024-08-07,2024-09-30
MD#178,CS%286,CS%G1,C0K1121,350.0,400.0,2023-01-03,VENCIDA,3,2023-12-23,2023-12-27
MD#179,CS%287,CS%G1,C0K1121,350.0,400.0,2023-01-03,PAGADA,0,2024-01-03,2024-03-10
MD#180,CS%288,CS%G1,C0K1166,350.0,400.0,2023-01-03,PENDIENTE,0,2024-07-07,2024-08-18
MD#181,CS%289,CS%G1,C0K1134,350.0,400.0,2023-01-03,PAGADA,0,2024-02-08,2024-03-11
MD#182,CS%29,CS%G1,C0K128,250.0,300.0,2023-01-03,VENCIDA,2,2020-07-29,2020-08-02
MD#183,CS%290,CS%G1,C0K1123,350.0,400.0,2023-01-03,PAGADA,0,2024-07-14,2024-08-17
MD#184,CS%291,CS%G1,C0K1188,350.0,400.0,2023-01-03,VENCIDA,2,2024-07-12,2024-08-09
MD#185,CS%292,CS%G1,C0K1186,350.0,400.0,2023-01-03,PAGADA,0,2024-09-05,2024-09-14
MD#186,CS%293,CS%G1,C0K1135,350.0,400.0,2023-01-03,PAGADA,0,2023-12-17,2024-02-17
MD#187,CS%294,CS%G1,C0K1185,350.0,400.0,2023-01-03,PAGADA,0,2024-07-27,2024-08-18
MD#188,CS%295,CS%G1,C0K1185,350.0,400.0,2023-01-03,PAGADA,0,2024-05-11,2024-07-10
MD#189,CS%296,CS%G1,C0K1149,350.0,400.0,2023-01-03,PAGADA,0,2024-07-06,2024-07-13
MD#190,CS%297,CS%G1,C0K1159,350.0,400.0,2023-01-03,PENDIENTE,0,2024-04-11,2024-06-17
MD#191,CS%298,CS%G1,C0K1205,350.0,400.0,2023-01-03,PAGADA,0,2024-11-15,2024-12-24
MD#192,CS%3,CS%G1,C0K125,250.0,300.0,2023-01-03,PAGADA,0,2020-11-16,2021-01-04
MD#193,CS%30,CS%G1,C0K128,250.0,300.0,2023-01-03,PAGADA,0,2020-11-09,2021-02-05
MD#194,CS%300,CS%G1,C0K1141,350.0,400.0,2023-01-03,PAGADA,0,2024-05-22,2024-07-04
MD#195,CS%301,CS%G1,C0K1155,350.0,400.0,2023-01-03,PAGADA,0,2024-06-05,2024-08-11
MD#196,CS%302,CS%G1,C0K1169,350.0,400.0,2023-01-03,PAGADA,0,2024-05-25,2024-06-26
MD#197,CS%303,CS%G1,C0K1169,350.0,400.0,2023-01-03,PAGADA,0,2023-12-27,2024-02-18
MD#198,CS%304,CS%G1,C0K1173,350.0,400.0,2023-01-03,PAGADA,0,2024-06-04,2024-08-24
MD#199,CS%305,CS%G1,C0K1118,350.0,400.0,2023-01-03,PAGADA,0,2024-02-28,2024-04-30
MD#200,CS%306,CS%G1,C0K1118,350.0,400.0,2023-01-03,PAGADA,0,2024-01-24,2024-04-12
MD#201,CS%307,CS%G1,C0K1154,350.0,400.0,2023-01-03,PAGADA,0,2024-07-29,2024-09-23
MD#202,CS%308,CS%G1,C0K1136,350.0,400.0,2023-01-03,PAGADA,0,2024-09-04,2024-10-19
MD#203,CS%309,CS%G1,C0K1136,350.0,400.0,2023-01-03,PAGADA,0,2024-11-19,2024-12-23
MD#204,CS%31,CS%G1,C0K118,250.0,300.0,2023-01-03,VENCIDA,2,2021-01-27,2021-04-25
MD#205,CS%310,CS%G1,C0K1106,350.0,400.0,2023-01-03,PAGADA,0,2024-04-10,2024-05-13
MD#206,CS%311,CS%G1,C0K1165,350.0,400.0,2023-01-03,PAGADA,0,2024-07-01,2024-09-10
MD#207,CS%314,CS%G1,C0K1198,350.0,400.0,2023-01-03,PAGADA,0,2024-12-20,2025-02-16
MD#208,CS%315,CS%G1,C0K1209,350.0,400.0,2023-01-03,PAGADA,0,2024-02-04,2024-04-07
MD#209,CS%32,CS%G1,C0K118,250.0,300.0,2023-01-03,PAGADA,0,2021-07-15,2021-08-27
MD#210,CS%34,CS%G1,C0K120,250.0,300.0,2023-01-03,PAGADA,0,2021-02-20,2021-04-26
MD#211,CS%36,CS%G1,C0K130,250.0,300.0,2023-01-03,PAGADA,0,2021-06-17,2021-07-19
MD#212,CS%38,CS%G1,C0K114,250.0,300.0,2023-01-03,PAGADA,0,2021-07-14,2021-07-26
MD#213,CS%39,CS%G1,C0K114,250.0,300.0,2023-01-03,PAGADA,0,2021-04-14,2021-04-20
MD#214,CS%40,CS%G1,C0K16,250.0,300.0,2023-01-03,PAGADA,0,2021-11-04,2021-12-03
MD#215,CS%41,CS%G1,C0K16,250.0,300.0,2023-01-03,PENDIENTE,0,2021-08-11,2021-10-29
MD#216,CS%43,CS%G1,C0K123,250.0,300.0,2023-01-03,PAGADA,0,2021-12-15,2022-02-02
MD#217,CS%44,CS%G1,C0K123,250.0,300.0,2023-01-03,PAGADA,0,2021-04-25,2021-06-13
MD#218,CS%46,CS%G1,C0K123,250.0,300.0,2023-01-03,VENCIDA,2,2022-01-22,2022-04-20
MD#219,CS%48,CS%G1,C0K121,250.0,300.0,2023-01-03,VENCIDA,1,2022-03-12,2022-05-28
MD#220,CS%49,CS%G1,C0K121,250.0,300.0,2023-01-03,PAGADA,0,2021-12-30,2022-03-25
MD#221,CS%5,CS%G1,C0K139,250.0,300.0,2023-01-03,PAGADA,0,2020-03-12,2020-06-08
MD#222,CS%50,CS%G1,C0K19,250.0,300.0,2023-01-03,PENDIENTE,0,2021-12-16,2022-01-14
MD#223,CS%51,CS%G1,C0K15,250.0,300.0,2023-01-03,PAGADA,0,2021-08-11,2021-09-13
MD#224,CS%52,CS%G1,C0K15,250.0,300.0,2023-01-03,PAGADA,0,2021-10-26,2021-11-09
MD#225,CS%53,CS%G1,C0K15,250.0,300.0,2023-01-03,PAGADA,0,2021-07-22,2021-07-23
MD#226,CS%54,CS%G1,C0K136,250.0,300.0,2023-01-03,PAGADA,0,2021-09-27,2021-10-09
MD#227,CS%55,CS%G1,C0K136,250.0,300.0,2023-01-03,PAGADA,0,2021-12-02,2022-02-02
MD#228,CS%56,CS%G1,C0K136,250.0,300.0,2023-01-03,PAGADA,0,2022-01-12,2022-02-28
MD#229,CS%57,CS%G1,C0K119,250.0,300.0,2023-01-03,PAGADA,0,2022-03-20,2022-03-29
MD#230,CS%58,CS%G1,C0K119,250.0,300.0,2023-01-03,PAGADA,0,2021-08-28,2021-10-29
MD#231,CS%59,CS%G1,C0K124,250.0,300.0,2023-01-03,PAGADA,0,2022-02-20,2022-05-16
MD#232,CS%6,CS%G1,C0K139,250.0,300.0,2023-01-03,PAGADA,0,2020-07-06,2020-09-12
MD#233,CS%60,CS%G1,C0K124,250.0,300.0,2023-01-03,PAGADA,0,2021-09-04,2021-11-04
MD#234,CS%61,CS%G1,C0K124,250.0,300.0,2023-01-03,PAGADA,0,2021-10-27,2021-12-08
MD#235,CS%63,CS%G1,C0K110,250.0,300.0,2023-01-03,VENCIDA,4,2022-07-26,2022-09-11
